author_id,tweet_id,time_zone,utc_offset,access
869193235918454786,991790291114917890,Pacific Time (US & Canada),-25200,2018-05-03 03:51:30
2879420413,991887951427653632,Pacific Time (US & Canada),-25200,2018-05-03 03:51:30
806465743957225474,991886470829883392,Pacific Time (US & Canada),-25200,2018-05-03 03:45:37
724984265994285056,991891348822212609,Central America,-21600,2018-05-03 04:05:00
31270875,991844747386937344,America/Detroit,-14400,2018-05-03 04:19:35
738153522277945344,991895018800529408,Pacific Time (US & Canada),-25200,2018-05-03 04:19:35
98996662,991751495484919808,Eastern Time (US & Canada),-14400,2018-05-03 04:19:43
2532821389,991798147339956224,Istanbul,10800,2018-05-03 04:24:40
2897665331,991896243461910528,Bucharest,10800,2018-05-03 04:24:40
526110917,991896298096943104,Riga,10800,2018-05-03 04:24:40
18118505,991781703248117761,Quito,-18000,2018-05-03 04:17:10
580829419,991894410626400257,Pretoria,7200,2018-05-03 04:17:10
954124423,991704664403046400,Atlantic Time (Canada),-10800,2018-05-03 04:29:48
1442695026,991899708061863937,Jakarta,25200,2018-05-03 04:38:13
92460378,991735077385199616,Atlantic Time (Canada),-10800,2018-05-03 05:18:24
723206253296640000,991773059492253702,Pacific Time (US & Canada),-25200,2018-05-03 05:20:39
4764985268,991747130967588865,Midway Island,-39600,2018-05-03 05:34:52
2565653759,991913964484399104,Athens,10800,2018-05-03 05:34:52
954124423,991704664403046400,Atlantic Time (Canada),-10800,2018-05-03 05:27:09
287843201,991660402244108289,America/Los_Angeles,-25200,2018-05-03 05:26:45
811487629732519936,991911921883398145,Pacific Time (US & Canada),-25200,2018-05-03 05:26:45
1493827735,991916191676620800,Pacific Time (US & Canada),-25200,2018-05-03 05:43:43
869193235918454786,991790291114917890,Pacific Time (US & Canada),-25200,2018-05-03 05:42:53
326003773,991708914029940736,Eastern Time (US & Canada),-14400,2018-05-03 05:53:26
180131554,991918636926414848,Istanbul,10800,2018-05-03 05:53:26
869193235918454786,991314489885839360,Pacific Time (US & Canada),-25200,2018-05-03 05:50:30
599782570,991917898733010944,Kuala Lumpur,28800,2018-05-03 05:50:30
280921458,991766893638946822,Istanbul,10800,2018-05-03 05:51:47
1137779952,991918221707173888,Berlin,7200,2018-05-03 05:51:47
980747573077135360,991919370933686274,Pacific Time (US & Canada),-25200,2018-05-03 05:56:21
829611235,991920180442927105,Pacific Time (US & Canada),-25200,2018-05-03 05:59:34
